01DB METRAVIB|700258
TRIO DATACOM PTY LTD|001FEB
TRIO INFORMATION SYSTEMS AB|0060AE
TRIO MOTION TECHNOLOGY LTD|001EFB
TRIPLE DOMAIN VISION CO LTD|D8B90E
TRIPLE EYE B V|002276
TRIPLE PLAY TECHNOLOGIES A S|000E5D
TRIPP LITE|00066700159D
TRIPWIRE INC|B0A454
TRISON TECHNOLOGY CORPORATION|90903C
TRISTATE LTD|0002CB
TRITEC ELECTRONIC GMBH|0040DC
TRITEKA LTD|A0165C
TRITON ELECTRONIC SYSTEMS LTD|A0C3DE
TRITON SYSTEMS OF DELAWARE INC|000D49
TRITONWAVE|A8EF26
TRIUMPH ADLER AG|04E0C4
TRIVUM TECHNOLOGIES GMBH|94ACCA
TRIX TECNOLOGIA LTDA|0013C0
TRIXELL|0026A6
TRIZ COMMUNICATIONS|0005C6
TRIZ NETWORKS CORP|A4352D
TRL TECHNOLOGY LTD|00E0FA
TRNP KOREA CO LTD|BCAB7C
TROIKA NETWORKS INC|009066
TRON LINK ELECTRONICS CO LTD|E4A5EF
TRONIX PRODUCT DEVELOPMENT|00C08D
TRONTEQ ELECTRONIC|FCF8B7
TROPIC NETWORKS INC|00088B
TRP SYSTEMS BV|DCDC07
TRSYSTEMS GMBH|000312
TRUE TECHNOLOGIES INC|2CA780
TRUEBEYOND CO LTD|08B0A7
TRUEN|001C63
TRUESELL|002627
TRUMP S A|CC43E3
TRUMPF LASER GMBH CO KG|745798
TRUMPF LASER MARKING SYSTEMS AG|001ABF
TRUMPF WERKZEUGMASCHINEN GMBH CO KG|780ED1
TRUNKNET|0030B1
TRUSONUS CORP|C8FA84
TRUST INTERNATIONAL B V|0012A3
TRUST POWER LTD|D4F027
TRUSTABLE TECHNOLOGY CO LTD|0011AB
TRUTZSCHLER GMBH CO KG|000720
TRW SEDD INP|00002A
TRYMUS|60C980
TSANN KUEN CHINA SHANGHAI ENTERPRISE CO LTD IT GROUP|000259
TSAT AS|5447D3
TSB REAL TIME LOCATION SYSTEMS S L|601283
TSI INC|003020
TSI POWER CORPORATION|0022ED
TSINGHUA BITWAY CO LTD|000564
TSINGHUA NOVEL ELECTRONICS|00503C
TSINGHUA TONGFANG LEGEND SILICON TECH CO LTD|00163D
TSINGHUA UNISPLENDOUR CO LTD|000493
TSINGTONG TECHNOLOGIES CO LTD|FC3CE9
TSL COMMUNICATIONS LTD|080077
TSL PPL|745FAE
TSMART INC|E8516E
TSST GLOBAL INC|380197
TST BIOMETRICS GMBH|000922
TSUBATA ENGINEERING CO LTD HEAD OFFICE|001B36
TSUKEN ELECTRIC IND CO LTD|001B18
TSURUSAKI SEALAND TRANSPORTATION CO LTD|00110E
TSUZUKI DENKI|F8C372
TTC MARCONI S R O|889676
TTC NEXT GENERATION HOME NETWORK SYSTEM WG|E0271A
TTE CORPORATION|349342
TTE GERMANY GMBH|001775
TTK SAS|EC4644
TTTECH COMPUTERTECHNIK AG|8823FE
TUBITAK UEKAE|147373
TUCSON EMBEDDED SYSTEMS|18C451
TULIP COMPUTERS INTERNAT L B V|00805A
TUNAI CREATIVE|30FAB7
TUNDO CORPORATION|00505C
TUNDRA SEMICONDUCTOR CORP|0006D2
TUNSTALL HEALTHCARE A S|0025FB
TUNSTALL NORDIC AB|5C0BCA
TURBO COMMUNICATION INC|009083
TURBO NETWORKS CO LTD|000D17
TURBOCHEF TECHNOLOGIES INC|001996
TURBOCOMM TECH INC|00303F
TURBONET COMMUNICATIONS INC|0030EB
TURBOSTOR|E8FD90
TURBOWAVE INC|0005E8
TURBULENCE DESIGN INC|C4693E
TURCK INC|000746
TURCONTROLSYSTME AG|50E0C7
TURIN NETWORKS INC|0001B5
TURKCELL TEKNOLOJI|4C55B8
TURNSTONE SYSTEMS INC|00906A
TURTLE INDUSTRY CO LTD|1CF5E7
TUTANKHAMON ELECTRONICS|00C023
TUTTNAER LTD|581FEF
TUTUS DATA AB|0021F1
TUYA SMART INC|105A1710D5611869D81C90FF381F8D508A06508BB968572D7089767CF66684E342A09208A88055CC8CBFD4A651D81F12FC671F
TV COM INTERNATIONAL|006081
TV NUMERIC|00228E
TV ONE LTD|00169E
TVIP|1027BE
TVLOGIC|0023F2
TVS ELECTRONICS LTD|00803C
TVT CO LTD|0018AE585B69
TVWORKS LLC|00160B
TWARELAB|4405E8
TWIG COM LTD|00170C
TWINHAN TECHNOLOGY CO LTD|0008CA
TWINHEAD CORPORATION|004045
TWINHEAD INTERNATIONAL CORP|00012F
TWINLINX CORPORATION|D81BFE
TWINMOS TECHNOLOGIES INC|000B9D
TWO TECHNOLOGIES INC|0030CF
TWPI|5821E9
TXTR GMBH|AC2DA3
TYAN COMPUTER CORP|00E081A0423F
TYCO ELECTRONICS AMP GMBH|0022A7
TYCO SUBMARINE SYSTEMS LTD|0030A0
TYCO TELECOMMUNICATIONS|0021B0
TYMPHANY ACOUSTIC TECHNOLOGY HUIZHOU CO LTD|4487DB
TYMPHANY HK LIMITED|9C0DAC
TZERO TECHNOLOGIES INC|0014EF
TZUKURI PTY LTD|60D262
U B TECH|DC1D9F
U BLOX AG|0012F320BA365464DE54F82A6009C36C1DEBCCF957D4CA6E
U I LAPP GMBH|7CF95C
U MEDIA COMMUNICATIONS INC|0011E0
U RAKU INC|C46354
U S ROBOTICS CORPORATION|0014C1
U S ROBOTICS INC|00C049
U TEK COMPANY LIMITED|68CD0F
U U ENGINEERING INC|107A86
U WAY CORPORATION|001580
U10 NETWORKS INC|001204
U2S CO|C4E17C
U4EA TECHNOLOGIES INC|001593
U4EA TECHNOLOGIES LTD|001ABC
UAB SELTEKA|E4AB46
UAB TELTONIKA TELEMATICS|388A217CD9F4
UAVIONIX CORPORATION|546F71
UBEE INTERACTIVE CO LIMITED|0CB9372C8AC75C53C3647C346C38A1944E5BA0ED6DA4CFD2D8787F
UBEEAIRWALK INC|000C9D
UBI MOBI INC|001BA8
UBICOD CO LTD|001729
UBICQUIA LLC|947BBE
UBIIK|F06F46
UBINETICS LIMITED|0009FD
UBIQAM|F42B48
UBIQCOM INDIA PVT LTD|A83A48
UBIQUAM CO LTD|001639
UBIQUITI INC|00156D0027220418D618E829245A4C24A43C28704E44D9E760223268725168D79A70A7417483C274ACB9784558788A20802AA8942A6F9C05D6AC8BA9B4FBE4D021F9D8B370DC9FDBE063DAE43883F09FC2F492BFF4E2C6FCECDA
UBIQUITOUS COMMUNICATION CO LTD|301518
UBIQUITOUS COMPUTING TECHNOLOGY CORPORATION|9CB008
UBIQUITOUS INTERNET TELECOM CO LTD|6C5E7A
UBIQUOSS INC|00077070305D
UBISENSE LIMITED|0011CE
UBISTAR|001A27
UBISYS TECHNOLOGIES GMBH|001FEE
UBITREX CORPORATION|004087
UBIVELOX|FC946C
UBIXON CO LTD|001816
UBIZCORE CO LTD|48F230
UBONE CO LTD|00149E
UBSTORAGE CO LTD|000F7F
UBTOS|001A78
UBYON INC|14019C
UCAMP CO LTD|001C66
UCI CORPORATION CO LTD|8C5D60
UCLOUD TECHNOLOGY CO LTD|14C0A1
UCONTROL INC|00185A
UCZOON TECHNOLOGY CO LTD|5CD41B
UDC RESEARCH LIMITED|004046
UDINO SRL|4CE2F1
UDTECH JAPAN CORPORATION|000C4F
UDWORKS CO LTD|44AA27
UEC COMMERCIAL|001005
UEDA JAPAN RADIO CO LTD|000FDC
UFINE TECHNOLOGIES CO LTD|ACBE75
UFISPACE CO LTD|5C0758E8C57A
UGAME TECHNOLOGY CO LTD|6852D6
UGENE SOLUTION INC|44EFCF
UGRID NETWORK INC|4C3FA7
UHD ELEKTRONIK|00089D
UHS SYSTEMS PTY LTD|000D16
UK GRID SOLUTIONS LIMITED|000284
UK GRID SOLUTIONS LTD|80B32A
UKG|004058
ULAN|000372
ULRICH LIPPERT GMBH CO KG|381730
ULTERIUS TECHNOLOGIES LLC|54DF00
ULTIMAKER B V|CCBDD3
ULTIMATE EUROPE TRANSPORTATION EQUIPMENT GMBH|E8D483
ULTIMATE TECHNOLOGY CORP|009051
ULTIMEDIA CO LTD|A47B85
ULTRA ELECTRONICS COMMAND CONTROL SYSTEMS|00905800E06C
ULTRA ELECTRONICS ELECTRICS|18ABF5
ULTRA ELECTRONICS SONAR SYSTEM DIVISION|7C0623
ULTRA ELECTRONICS TCS TACTICAL COMMUNICATION SYSTEMS|00194E
ULTRA STEREO LABS INC|0023FC
ULTRA X ASIA PACIFIC INC|001BD2
ULTRACKER TECHNOLOGY CO INC|000E97
ULTRACLENZ LLC|7830E1
ULTRAK INC|00D057
ULTRATEC INC|001BC4
ULTRATRONIK GMBH|001BE8
ULVAC INC|380118
UMAX DATA SYSTEMS INC|00102B
UMB COMMUNICATIONS CO LTD|001938
UMEOX INNOVATIONS CO LTD|34DD7E
UMEZAWA MUSEN DENKI CO LTD|000414
UMPI SRL|B4C810
UNATECH CO LTD|001131
UNETCONVERGENCE CO LTD|78EF4C
UNEX TECHNOLOGY CORPORATION|0001A70010A7
UNGERMANN BASS INC|00BBF000DD0000DD0100DD0200DD0300DD0400DD0500DD0600DD0700DD0800DD0900DD0A00DD0B00DD0C00DD0D00DD0E00DD0F
UNGLAUBE IDENTECH GMBH|68E41F
UNGLUE INC|90505A
UNI LINK TECHNOLOGY CO LTD|009363
UNI V CO LTD|002431
UNIBAND ELECTRONIC CORP|ACB859
UNIBRAIN S A|081443
UNIC MEMORY TECHNOLOGY CO LTD|9C7F57
UNICARD SA|348137
UNICATION GROUP|000AC7
UNICESS NETWORK INC|0005E9
UNICLASS TECHNOLOGY CO LTD|0011AA
UNICO INC|000744
UNICOI SYSTEMS|183919
UNICOM AUTOMATION CO LTD|00070A
UNICOM VSENS TELECOMMUNICATIONS CO LTD|E0E8BB
UNICOMM INC|A870A5
UNICOMPUTER GMBH|00A0C3
UNICONTROLS A S|002367
UNICORE COMMUNICATION INC|E42FF6
UNICORN COMPUTER CORP|0050D8
UNIDATA COMMUNICATION SYSTEMS INC|00032A
UNIDEN CORPORATION|00E011
UNIDIS|80FFA8
UNIFAT TECHNOLOGY LTD|001EB4
UNIFIED DISPLAY INTERFACE SIG|0018D4
UNIFIED PACKET SYSTEMS CROP|8895B9
UNIFIEDGATEWAYS INDIA PRIVATE LIMITED|78870D
UNIFORM INDUSTRIAL CORP|0030F0
UNIFY NETWORKS INC|000208
UNIFY SOFTWARE AND SOLUTIONS GMBH CO KG|001AE8
UNIGEN CORPORATION|002361
UNIGEN DATASTORAGE CORPORATION|280C28
UNIGRAF OY|00C0A4
UNIGRAND LTD|001800
UNIK C C CO LTD|0008FE
UNIKEY TECHNOLOGIES|7C72E4
UNILEVER R D|001857
UNILOC USA INC|0023D0
UNIMICRO SYSTEMS INC|00C047
UNIMO TECHNOLOGY CO LTD|0009F8
UNINET CO LTD|74373B
UNION BUSINESS MACHINES CO LTD|002379
UNION CHIP TECHNOLOGY LIMITED|78152D
UNION CO LTD|000CB2
UNION IMAGE CO LTD|40329D
UNION PACIFIC RAILROAD|44F849
UNIONMAN TECHNOLOGY CO LTD|0019F03C0CDB40F4FD48CAC654725E64E0AB8CBA25A01C87A8BD3AF4D9C6F814FE
UNIPATTERN CO|84D9C8
UNIPHONE INC|002111
UNIPHONE TELECOMMUNICATION CO LTD|0024F2
UNIPOINT|001AC7
UNIPRINT|D01AA7
UNIPULSE CORP|00608D
UNIQA INC|00069E
UNIQOTEQ LTD|0C130B
UNIQUE SYSTEMS INC|0010F9
UNISEM|60E78A
UNISPHERE SOLUTIONS|00901A
UNISYS|00003D
UNISYS CORPORATION|08000B
UNIT EM|D88A3B
UNITEC CO LTD|00E05D98DCD9
UNITECH ELECTRONICS CO LTD|001609
UNITED BARCODE INDUSTRIES|00C067
UNITED ELECTRONIC INDUSTRIES INC EUI|000C94
UNITED FIBER OPTIC COMMUNICATION|0011C2
UNITED INFORMATION TECHNOLOGY CO LTD|0024EC
UNITED INTEGRATED SERVICES CO LED|A02EF3
UNITED INTERNETWORKS INC|0006C0
UNITED NETWORKS INC|0080B5
UNITED TECHNOLOGISTS EUROPE LIMITED|000EA8
UNITED TELECOMS LTD|90A210
UNITEK ELECTRONICS INC|000A4E
UNITEND TECHNOLOGIES INC|0CAC05
UNITRON COMPANY INC|001E5B
UNITRON NV|002466
UNITRONICS LTD|000D22
UNIVATION|080049
UNIVERSAL ABIT CO LTD|001837
UNIVERSAL ACCESS TECHNOLOGY INC|000457
UNIVERSAL AUDIO INC|FC4463
UNIVERSAL AVIONICS|009095
UNIVERSAL CONTROL SOLUTION CORP|000579
UNIVERSAL DATA SYSTEMS|00C0D8
UNIVERSAL DE DESARROLLOS ELECTR NICOS SA|90EED9
UNIVERSAL DEVICES INC|0021B9
UNIVERSAL ELECTRIC CORPORATION|582F42D82477
UNIVERSAL ELECTRONICS BV|202141
UNIVERSAL ELECTRONICS INC|001CFD00CC3F1C41901C549E209E7920E7B630F94B40B31E48D0CF5061F66888A17091F38C3A7E940D2D9CAC6DACEB51B4CBB8B8E3EEB8F255C8D884E4A634E80FC8F0B31EF4931C
UNIVERSAL FLOW MONITORS INC|3499D7
UNIVERSAL GLOBAL SCIENTIFIC INDUSTRIAL CO LTD|0010C6001641001A6B001E3700218600247E002713047BCB083A880C3CCD387C763CE1A1402CF44439C46C0B8470F395CC52AFE02A82E04F43FC4DD4
UNIVERSAL INSTRUMENTS CORP|0006A9
UNIVERSAL LASER SYSTEMS INC|54D1B0
UNIVERSAL MEDIA CORPORATION SLOVAKIA S R O|0026DA
UNIVERSAL MICROELECTRONICS CO|0020F0
UNIVERSAL REMOTE CONTROL INC|001FB8
UNIVERSAL SWITCHING CORPORATION|000DA6
UNIVERSAL TALKWARE CORPORATION|00011C
UNIVERSAL TELECOM S A|002240
UNIVERSAL TIANCHENG TECHNOLOGY BEIJING CO LTD|9C2F73
UNIVERSITY OF CALIFORNIA BERKELEY|00126D
UNIVERSITY OF FUKUI|D49C8E
UNIVERSITY OF MICHIGAN|C098E5
UNIVERSITY OF OKLAHOMA|E43C80
UNIVERSITY OF TOKYO|EC2C49
UNIVEX MICROTECHNOLOGY CORP|00D015
UNIWELL CORPORATION|000FC2
UNIWIDE TECHNOLOGIES INC|000627
UNIWILL COMPUTER CORP|00030D
UNIXTAR TECHNOLOGY INC|0003A7
UNIZONE TECHNOLOGIES INC|00011B
UNMONDAY LTD|8C4DB9
UNO SYSTEM CO LTD|908FCF
UNOWHY|2C002C
UP TODAY INDUSTRIAL CO LTD|001FC8
UPDATELOGIC INC|002102
UPLOGIX INC|000F2C
UPNOD AB|0000EA
UPOS SYSTEM SP Z O O|70D880
UPPONETTI OY|000670
UPS MANUFACTURING SRL|000263
UPTIME DEVICES|000867
UPTMATE TECHNOLOGY CO LTD|508A42
UPVEL|D4BF7F
UPWIS AB|D08CFF
UQUEST LTD|0015CC
URADIO SYSTEMS CO LTD|B08E1A
URIEL SYSTEMS INC|001516
URIEL TECHNOLOGIES SIA|AC0142
URIVER INC|001C87
URMET SPA|001EE0
URMET TLC S P A|00D01A
UROS OY|4846F1
URYU SEISAKU LTD|0012F9
US ARMY ELECTRONIC|00C0ED
US BEVERAGE NET|00240A
US DIGITAL TELEVISION INC|00114F
USA 111 INC|A8D409
USAG|80AAA4
USC CORPORATION|0020EF
USC DIGIARK CORPORATION|001CB7
USERGATE LTD|34916F
USYS CO LTD|14942F
UTC CCS|0008F800B019
UTEK TECHNOLOGY SHENZHEN CO LTD|907EBA
UTILICOM INC|00D039
UTILITY INC|0009BC0016ED
UTILLINK|AC5E8C
UTRAN TECHNOLOGY|38262B
UTSTARCOM|00E08E
UTSTARCOM CHINA CO LTD|48EE86
UTSTARCOM INC|0007BA001BDA
UTT CO LTD|10C2BA
UTT TECHNOLOGIES CO LTD|FC2FEF
UUNET TECHNOLOGIES INC|00C087
UV ELECTRONIC GMBH|002227
UVT UNTERNEHMENSBERATUNG FUR VERKEHR UND TECHNIK GMBH|001F52
UWE DISCH|000186
UWIN TECHNOLOGIES CO LTD|00225E
UZUSHIO ELECTRIC CO LTD|549A16
V BITS INC|00D0D4
V CENTER TECHNOLOGIES CO LTD|001429
V D S VIDEO DISPLAY SYSTEMS SRL|A0593A
V I COMPUTER CORP|00A0F7
V ONE MULTIMEDIA PTE LTD|001A84
V P S THAI CO LTD|380E7B
V SHOW TECHNOLOGY CHINA CO LTD|0012C5
V STONKAUS FIRMA KODINIS RAKTAS|C05E6F
V T TELEMATICA S P A|002388
V TECHNOLOGY CO LTD|649B24
V V S LIMITED|000AA1
V ZUG AG|FC1BFF
V2 TECHNOLOGY INC|E41C4B
V2COM PARTICIPACOES S A|38F8B7
VAC|000DDC
VACHEN CO LTD|7858F3
VACON PLC|002199
VADARO PTE LTD|9046B7
VADATECH INC|00133A
VADDIO|E0F379
VADEM|0090B0
VAHLE AUTOMATION GMBH|CCEED9
VAILLANT GMBH|84C3E8
VAIO CORPORATION|CC3080
VALCOM CO LTD|40B0A1
VALCOM INC|00D05F
VALCRETEC INC|000FF9
VALEMOUNT NETWORKS CORPORATION|00195F
VALENCE SEMICONDUCTOR INC|000775
VALENCETECH LIMITED|F4044C
VALENS SEMICONDUCTOR LTD|0404EA
VALENTINE RESEARCH INC|6C9AC9
VALEO DETECTION SYSTEMS|2C69CC
VALEO SCHALTER UND SENSOREN GMBH|8896F2
VALEO VECS|001BDB
VALEO VISION SYSTEMS|187C8194F2BB
VALERE POWER INC|000A19
VALIANT COMMUNICATIONS LIMITED|002504
VALID NETWORKS INC|0090BA
VALIDUS TECHNOLOGIES|306E5C
VALINK CO LTD|C87CBC
VALLEY TECHNOLOGIES INC|000544
VALLOX OY|B05706
VALMET AUTOMATION|0040AA
VALO INC|000A7D
VALOX SYSTEMS INC|00134E
VALUABLE TECHOLOGIES LIMITED|0C2755
VALUE ELECTRONICS|001269
VALUE PLATFORMS LIMITED|001BF0
VALUEHD CORPORATION|D4E08E
VALUEPLUS INC|AC6FD9
VALUEPOINT NETWORKS|001145
VALVE CORPORATION|E0319E
VAMP LTD|001AD3
VAN BREDA B V|00256E
VANDERBILT INTERNATIONAL SWE AB|0005EE002341
VANDERLANDE APC INC|002289
VANGUARD NETWORKS SOLUTIONS LLC|0008D5
VANGUARD SECURITY ENGINEERING CORP|0016E4
VANLINK COMMUNICATION TECHNOLOGY RESEARCH INSTITUTE|0050CF
VANSCO ELECTRONICS OY|001718
VANTAGE CONTROLS|0014F9
VANTANOL INDUSTRIAL CORPORATION|001E99
VANU INC|18A4A9
VAONE INC|000337
VAPOR STONE RAIL SYSTEMS|38F098
VAREX IMAGING|000702
VAREX IMAGING DEUTSCHLAND AG|14780B
VARI LITE INC|00C05E
VARIAN|006093
VARIKOREA|B0AE25
VARISCITE LTD|F8DC7A
VARITYPER INC|00803A
VARMOUR NETWORKS INC|844915
VARRAM SYSTEM|F0D4F7
VASTRIVER TECHNOLOGY CO LTD|E0ED1A
VATIV TECHNOLOGIES|001630
VAULTSTOR CORPORATION|001D89
VAVIC NETWORK TECHNOLOGY INC|000F68
VBRICK SYSTEMS INC|0007DF
VCOMMS CONNECT LIMITED|000550
VCON TELECOMMUNICATION LTD|00D0E7
VCS VIDEO COMMUNICATION SYSTEMS AG|00075F
VDA GROUP S P A|00080C
VDG SECURITY BV|001C40
VDII INNOVATION AB|C89F42
VDS VOSSKUHLER GMBH|0007C6
VDSL SYSTEMS OY|00028B
VEB KOMBINAT ROBOTRON|008041
VECIMA NETWORKS INC|0018482C553C
VECOW CO LTD|2046A1
VECTOR INFORMATIK GMBH|001681
VECTOR SP Z O O|002236
VECTOR TECHNOLOGY CORP|001B51
VECTRON SYSTEMS AG|001039
VEEA|00763D
VEEDIMS LLC|A090DE
VEETHREE ELECTRONICS AND MARINE LLC|1C959F
VEGA GRIESHABER KG|003087
VELANKANI ELECTRONICS PVT LTD|887A31
VELEX S R L|080EA8
VELLO SYSTEMS INC|B0D2F5
VELOCITY SEMICONDUCTOR|00098D
VELOCLOUD NETWORKS|F08EDB
VELOCYTECH|04DD4C
VELOCYTECH APS|C035BD
VELODYNE|607688
VELUX|646184
VENCE CORP|7CF2DD
VENCER CO LTD|001BDC88D199
VENERGY CO LTD|001A88
VENETEX CORP|6CAC60
VENNTIS LLC|002517
VENSTAR INC|001126
VENTIA UTILITY SERVICES|C4D197
VENTILATION CONTROL|804B20
VENTURE MANUFACTURING SINGAPORE LTD|0050F7
VENTUS NETWORKS|001537
VEO|000F5E
VEO LABS|084656
VERANA NETWORKS|DC973A
VERASCAPE INC|001363
VERATHON|F85063
VERATRON AG|F8D758
VERIFI LLC|CC262D
VERIFONE|000B4F60C798A46011
VERIFONE INC|E805DC
VERILINK CORPORATION|00205100A06A00C0E600E075A06A00
VERINT LORONIX VIDEO SOLUTIONS|000D40
VERINT SYSTEMS INC|00079A
VERIS INDUSTRIES|00D09D
VERISMO NETWORKS INC|00229C
VERISTAR CORPORATION|000459
VERITAS SOFTWARE|080082
VERITECH ELECTRONICS LIMITED|001863
VERITY INSTRUMENTS INC|0004A0
VERIWAVE INC|0013E9
VERIZON|1878D420C047485D36
VERIZON BUSINESS|C8A70A
VERIZON TELEMATICS|948FEE
VERKADA INC|E0A700
VERKERK SERVICE SYSTEMEN|0018E1
VERNIER NETWORKS INC|000B19
VEROGUARD SYSTEMS PTY LTD|2CA02F
VEROS SYSTEMS INC|1866E3
VERS INC|A43A69
VERSA NETWORKS|AC4330
VERSA TECHNOLOGY|003050
VERSALOGIC CORP|0004BF
VERSALYNX CORPORATION|0020D0
VERSAMED INC|001DBD
VERSANET COMMUNICATIONS INC|00E0D2
VERSCIENT INC|001CBA
VERTEX LINK CORPORATION|00183D
VERTEX STANDARD LMR INC|5894CF
VERTEX WIRELESS CO LTD|00254E
VERTICAL COMMUNICATIONS|0010F4
VERTO MEDICAL SOLUTIONS LLC|D069D0
VERTU CORPORATION LIMITED|C8E1A7
VERTU INTERNATIONAL CORPORATION LIMITED|3466EA
VERYTECH|0005C8
VESTAC|002346
VESTEL ELEKTRONIK SAN VE TIC A S|0009DF486DBB7054B4909877CCD3C1ECBE5F
VETRONIX CORP|00907E
VEXATA INC|3C912B
VG CONTROLS INC|64808B
VG LABORATORY SYSTEMS LTD|000030
VIA NETWORKING TECHNOLOGIES INC|00127B
VIA TECHNOLOGIES INC|001FF2004063
VIAANIX INC|104D15
VIAAS INC|002519
VIABLEWARE INC|B43E3B
VIACLIX INC|000282
VIAGATE TECHNOLOGIES INC|00B02D
VIALIS BV|A07771
VIALOGY|001BE1
VIALTA INC|0012B5
VIANET TECHNOLOGIES LTD|0030A6
VIASAT GROUP S P A|5C0038
VIASAT INCORPORATED|00A0BC
VIASYS HEALTHCARE GMBH|0007A1
VIAVIDEO COMMUNICATIONS INC|00E0DB
VIBICOM COMMUNICATIONS INC|A47ACF
VIBRATION RESEARCH CORPORATION|000970
VIBRATION TECHNOLOGY LIMITED|00164A
VIBRO METER SA|001E63
VICHEL INC|000A18
VICKERS ELECTRONICS SYSTEMS|00908D
VICOM SYSTEMS INC|006022
VICON INDUSTRIES INC|000668
VICONICS ELECTRONICS INC|001D35
VICOS|78D129
VICTOR COMPANY OF JAPAN LTD|008088
VICTORY CONCEPT ELECTRONICS LIMITED|D8BF4C
VICTRON BV|0020C9
VIDA DESIGN CO|000699
VIDA RESOURCES LTE LTD|7C48B2
VIDABOX LLC|EC219F
VIDECOM LIMITED|00800C
VIDEO LOTTERY TECHNOLOGIES INC|00A071
VIDEO PRODUCTS GROUP|0016F6
VIDEO SYSTEMS SRL|001B95
VIDEO TECHNOLOGY COMPUTERS LTD|0040B5
VIDEOCON AG|00507C
VIDEOFON MV|002193
VIDEOFRAME SYSTEMS|000242
VIDEOHOME TECHNOLOGY CORP|E8DAAA
VIDEOJET SYSTEMS|00506D
VIDEOLOGY IMAGING SOLUTIONS INC|0018EE
VIDEON CENTRAL INC|00254C
VIDEOR E HARTIG GMBH|60271C
VIDEOSERVER INC|0060CD
VIDEOSWITCH|B836D8
VIDEOTEC SPA|0021A6
VIDEOTEK INC|0004B3
VIDEOTRON CORP|000E88
VIDEX INC|00099F
VIDICODE DATACOMMUNICATIE B V|000349
VIDIENT SYSTEMS INC|001DF0
VIDISCO LTD|000B88
VIDITEC INC|0002FE
VIE TECHNOLOGIES SDN BHD|087618
VIENNA SYSTEMS CORPORATION|001008
VIEO INC|00D03C
VIESSMANN ELEKTRONIK GMBH|B87424
VIETNAM POST AND TELECOMMUNICATION INDUSTRY TECHNOLOGY JOINT STOCK COMPANY|CC7190
VIETTEL GROUP|240B2A
VIEVU|FC019E
VIEWCOOPER CORP|889166
VIEWORKS|84EA99
VIEWSONIC CORPORATION|000B14
VIEWSONIC MOBILE CHINA LIMITED|040EC2
VIEWTEL CO LTD|001A56
VIEWTRAN TECHNOLOGY LIMITED|00118A
VIFA DENMARK A S|4CF02E
VIG|448E81
VIGIL HEALTH SOLUTIONS INC|0022DC
VIGO SYSTEM S A|D453AF
VIGTECH LABS SDN BHD|001D87
VIKING DESIGN TECHNOLOGY|001498
VIKING ELECTRONICS INC|18E80F
VIKING MODULAR SOLUTIONS|006026
VILLAGE NETWORKS INC VNI|003045
VILLAGE TRONIC ENTWICKLUNG|006030
VILLBAU LTD|BC8893
VILLIGER SECURITY SOLUTIONS AG|6CE4CE
VILTECHMEDA UAB|F47626
VIMAR SPA|FCBC9C
VIMICRO CORPORATION|00168E
VIMTRON ELECTRONICS CO LTD|00169F
VINA TECHNOLOGIES|006049
VINCI LABS OY|001756
VINCI SYSTEMS INC|000D68
VINDICATOR TECHNOLOGIES|000ADA
VINE TELECOM CO LTD|00245F
VINESYS TECHNOLOGY|000ECB
VINGROUP JOINT STOCK COMPANY|00D279
VIOGEM LIMITED|8C6AE4
VIOLIN TECHNOLOGIES|001B97
VIPA GMBH|0020D5
VIPAR GMBH|F0EEBB
VIPOWER INC|001430
VIPRINET GMBH|0018CA
VIPTELA INC|80B709
VIRBIAGE PTY LTD|00122B
VIRDITECH CO LTD|000265
VIRGILANT TECHNOLOGIES LTD|3078D3
VIRIDENT SYSTEMS INC|98CDB4
VIRTIUM|2C8D37
VIRTUAL ACCESS LTD|00E0C8
VIRTUAL COMPUTER INC|00240B
VIRTUAL CONEXIONS|0013BE
VIRTUAL ELECTRIC INC|ACCAAB
VIRTUAL INSTRUMENTS|18922C
VIRTUALTEK CO LTD|3CF392
VIRTUOZZO INTERNATIONAL GMBH|C43772
VISAGO SYSTEMS CONTROLS GMBH CO KG|0021E2
VISCOUNT SYSTEMS INC|CC720F
VISEON INC|0012C4
VISHAL TELECOMMUNICATIONS PVT LTD|60D1AA
VISICOM|000239
VISIMETRICS UK LTD|000B4A
VISION COMPONENTS GMBH|00061F
VISION INFORMATION COMMUNICATIONS|4C1159
VISION NETWARE CO LTD|0011A1
VISION PRODUCTS PTY LTD|00D03B
VISION RESEARCH INC|001342
VISION VALLEY FZ LLC|B03D96
VISIONARY SOLUTIONS INC|000E14
VISIONCOMM CO LTD|0050FD
VISIONEE SRL|001C52
VISIONEERED IMAGE SYSTEMS|001DE4
VISIONEERING SYSTEMS INC|001E9F
VISIONETICS INTERNATIONAL|003010
VISIONGLOBAL NETWORK CORP|000207
VISIONHITECH CO LTD|0026E6
VISIONICS CORPORATION|0009C6
VISIONITE INC|001AB3
VISIONSCAPE CO LTD|2028BC
VISIONTEC DA AMAZ NIA LTDA|94BA31
VISIONTEK INC|00053F
VISIONVERA INTERNATIONAL CO LTD|60F2EF
VISIOWAVE SA|000B4B
VISONIC TECHNOLOGIES 1993 LTD|00126C002555
VISPIRON ROTEC GMBH|F4CD90
VISSIM AS|8CD3A2
VISTA CONTROL SYSTEMS CORP|000948
VISTA CONTROLS CORPORATION|0040C0
VISTA IMAGING INC|0005D7
VISTEON CORP|FC35E6
